node,distance
510,2853
511,2349
512,2967
513,2166
514,3006
515,3065
516,2424
517,1900
518,2915
519,2605
520,2213
521,2126
522,2968
523,2608
524,2302
525,2489
526,2907
527,3027
528,2254
529,2817
530,2525
531,2170
532,1968
533,2868
534,3021
535,2304
536,2338
537,1682
538,1878
539,1999
540,2556
541,2338
542,2182
543,2237
544,2428
545,2438
546,1680
547,3039
548,2215
549,2473
550,3406
551,3261
552,3041
553,2743
554,2813
555,2587
556,2260
557,2462
558,2291
559,2118
560,3092
561,2316
562,2179
563,2036
564,3021
565,1944
566,2216
567,2372
568,2818
569,2620
570,2483
571,3204
572,2919
573,2294
574,2628
575,2291
576,3484
577,2492
578,2892
579,3167
580,2066
581,2431
582,2427
583,2250
584,1594
585,2289
586,2499
587,2405
588,2396
589,2848
590,2457
591,2149
592,2441
593,2246
594,3443
595,1978
596,2657
597,2757
598,2307
599,2911
600,2654
601,2351
602,3524
603,2902
604,2332
605,2848
606,2828
607,1841
608,3261
609,2816
610,2136
611,2485
612,2804
613,3259
614,3021
615,2496
616,2975
617,3628
618,2601
619,2762
620,2116
621,2492
622,2245
623,1921
624,2905
625,2456
626,3345
627,2722
628,2604
629,2444
630,2505
631,2469
632,2463
633,2485
634,2464
635,1846
636,2303
637,2569
638,2529
639,2075
640,2512
641,3809
642,2381
643,2874
644,2344
645,2764
646,1713
647,2273
648,2090
649,1682
650,3336
651,1933
652,2405
653,2072
654,2586
655,794
656,2562
657,1922
658,3677
659,3354
660,1849
661,2461
662,2628
663,2721
664,2584
665,1306
666,2084
667,2619
668,2696
669,2842
670,2279
671,3076
672,2631
673,2549
674,2583
675,2786
676,2641
677,2549
678,1631
679,3301
680,2270
681,2371
682,1924
683,2044
684,3185
685,2737
686,2189
687,2158
688,3197
689,2889
690,2750
691,2182
692,2415
693,2471
694,3188
695,2448
696,2560
697,2047
698,2704
699,2531
700,3192
701,2676
702,2982
703,2209
704,2832
705,2577
706,2253
707,2759
708,2491
709,2553
710,2725
711,2585
712,2214
713,2955
714,2693
715,2233
716,2320
717,2694
718,2936
719,2692
720,1196
721,2771
722,3310
723,1919
724,2770
725,2756
726,2261
727,2176
728,2143
729,2987
730,2614
731,2505
732,2373
733,2587
734,1640
735,2338
736,2858
737,1744
738,-1
739,2229
740,1870
741,2522
742,2023
743,2517
744,2393
745,2828
746,2481
747,2899
748,2938
749,3013
750,1960
751,2051
752,2031
753,2480
754,3003
755,1871
756,2445
757,2771
758,3123
759,2130
760,1790
761,1516
762,3114
763,2398
764,1718
765,2597
766,2069
767,3025
768,2006
769,2315
770,2377
771,3093
772,2305
773,2252
774,2167
775,2004
776,-1
777,2335
778,3765
779,2382
780,2693
781,2290
782,2514
783,2286
784,1959
785,2726
786,2941
787,2065
788,2960
789,2584
790,2067
791,2724
792,2583
793,2804
794,2420
795,2651
796,2782
797,2214
798,2777
799,2752
800,2658
801,2122
802,2433
803,2025
804,2412
805,2621
806,3334
807,2849
808,2008
809,2423
810,2672
811,2355
812,2974
813,2191
814,2618
815,2276
816,2537
817,2969
818,1941
819,2831
820,1897
821,2191
822,2617
823,2936
824,2379
825,2858
826,2382
827,1803
828,2842
829,2152
830,2065
831,3084
832,2279
833,2677
834,2677
835,1960
836,1952
837,2586
838,3241
839,2825
840,2150
841,2856
842,1765
843,2469
844,2754
845,2414
846,2315
847,1904
848,2680
849,2439
850,2496
851,2199
852,3565
853,1982
854,2564
855,2445
856,2599
857,2058
858,3492
859,2551
860,2862
861,2341
862,2309
863,2649
864,2476
865,2379
866,3071
867,2580
868,1958
869,2707
870,2100
871,2106
872,2814
873,2619
874,2580
875,2488
876,2406
877,2903
878,3053
879,1991
880,2563
881,2274
882,1739
883,2517
884,2282
885,3112
886,1867
887,2997
888,1622
889,2397
890,1847
891,2477
892,2722
893,2396
894,3370
895,2049
896,2374
897,2593
898,2564
899,3331
900,1955
901,2944
902,2846
903,2442
904,3400
905,3223
906,2107
907,2230
908,2598
909,1841
910,1883
911,2428
912,2982
913,2743
914,2611
915,2656
916,2657
917,1931
918,2394
919,2198
920,3296
921,3339
922,2529
923,2124
924,2377
925,2928
926,2285
927,2688
928,1972
929,2431
930,2183
931,2712
932,3010
933,2667
934,2176
935,2267
936,2892
937,2566
938,3564
939,1792
940,2778
941,2101
942,2010
943,1338
944,2102
945,3359
946,2326
947,2159
948,2881
949,2729
950,2116
951,2539
952,2638
953,2056
954,2148
955,2966
956,1661
957,2553
958,2698
959,2432
960,2794
961,2689
962,2893
963,2671
964,2726
965,2203
966,2532
967,2785
968,1489
969,2027
970,2584
971,3264
972,1763
973,2518
974,2823
975,3015
976,2717
977,3127
978,1991
979,2419
980,1293
981,2531
982,2519
983,2496
984,2616
985,2674
986,2463
987,2632
988,2437
989,2655
990,3210
991,830
992,2766
993,2416
994,2816
995,2256
996,2624
997,1998
998,1653
999,2376
1000,1646
1001,2755
1002,2517
1003,1524
1004,2126
1005,2645
1006,2214
1007,2661
1008,1858
1009,2756
1010,2372
1011,2770
1012,2200
1013,1818
1014,2863
1015,2528
1016,2941
1017,2796
1018,2342
1019,3575
1020,3162
1021,2639
1022,2817
1023,2554
1024,2591
1025,-1
1026,2762
1027,2246
1028,3263
1029,3028
1030,1573
1031,2630
1032,2309
1033,3563
1034,2068
1035,1674
1036,2666
1037,2230
1038,2869
1039,2827
1040,988
1041,2403
1042,2704
1043,3128
1044,2449
1045,1813
1046,2000
1047,2570
1048,2498
1049,712
1050,2238
1051,2712
1052,1816
1053,2887
1054,2288
1055,2103
1056,1993
1057,2563
1058,2704
1059,2430
1060,2491
1061,2358
1062,2964
1063,2864
1064,2505
1065,2362
1066,3639
1067,3171
1068,2416
1069,2444
1070,2795
1071,3316
1072,1799
1073,2801
1074,4746
1075,3057
1076,2426
1077,2814
1078,2195
1079,3060
1080,2573
1081,2706
1082,2377
1083,2903
1084,2332
1085,2696
1086,2104
1087,2105
1088,2675
1089,2160
1090,2764
1091,-1
1092,2378
1093,1986
1094,2285
1095,1753
1096,3137
1097,3006
1098,2501
1099,2405
1100,2520
1101,2147
1102,2645
1103,2178
1104,3112
1105,2429
1106,2794
1107,2163
1108,2572
1109,1744
1110,1627
1111,3307
1112,2139
1113,2013
1114,2641
1115,2853
1116,1968
1117,2839
1118,2729
1119,2079
1120,2934
1121,2514
1122,2102
1123,2497
1124,2818
1125,2835
1126,3361
1127,1941
1128,2918
1129,2412
1130,2142
1131,2223
1132,2420
1133,2614
1134,2362
1135,2992
1136,2587
1137,2117
1138,2378
1139,2466
1140,2620
1141,2790
1142,2630
1143,2384
1144,2458
1145,2380
1146,2603
1147,1781
1148,2305
1149,2777
1150,2436
1151,2398
1152,3138
1153,2033
1154,2453
1155,2153
1156,2364
1157,1885
1158,2231
1159,2083
1160,2742
1161,2052
1162,2500
1163,2319
1164,2858
1165,2838
1166,2688
1167,2698
1168,2329
1169,2419
1170,2271
1171,1446
1172,1924
1173,1901
1174,2431
1175,2309
1176,3028
1177,2806
1178,2572
1179,2536
1180,2345
1181,2540
1182,2771
1183,2879
1184,2094
1185,2979
1186,2188
1187,2800
1188,2872
1189,2002
1190,2048
1191,3144
1192,2034
1193,2469
1194,2141
1195,3116
1196,2553
1197,2200
1198,1594
1199,3133
1200,2640
1201,2544
1202,2516
1203,2717
1204,3001
1205,2375
1206,1974
1207,2722
1208,2426
1209,2007
1210,2208
1211,2408
1212,2300
1213,2289
1214,1939
1215,2427
1216,1953
1217,2061
1218,2675
1219,2223
1220,2772
1221,2121
1222,2903
1223,2712
1224,2029
1225,2535
1226,2235
1227,1962
1228,3143
1229,3170
1230,2159
1231,1952
1232,2276
1233,2422
1234,2190
1235,1854
1236,2162
1237,1824
1238,2437
1239,3339
1240,1570
1241,2335
1242,2638
1243,-1
1244,2675
1245,2325
1246,2043
1247,2998
1248,3023
1249,1784
1250,2296
1251,2037
1252,3165
1253,3191
1254,2494
1255,3562
1256,2172
1257,352
1258,2898
1259,3756
1260,3160
1261,1915
1262,2343
1263,2033
1264,2166
1265,2452
1266,2268
1267,2257
1268,3095
1269,2390
1270,3002
1271,3301
1272,2591
1273,2480
1274,2074
1275,2421
1276,2495
1277,2750
1278,1526
1279,2529
1280,2209
1281,2877
1282,2281
1283,2558
1284,2055
1285,2468
1286,2445
1287,2498
1288,2534
1289,1734
1290,2520
1291,2713
1292,3007
1293,2175
1294,2487
1295,-1
1296,-1
1297,2401
1298,1519
1299,2063
1300,2344
1301,2447
1302,3893
1303,3124
1304,2599
1305,2419
1306,2549
1307,3202
1308,2318
1309,2171
1310,2410
1311,2066
1312,3866
1313,2299
1314,2631
1315,2408
1316,2418
1317,1777
1318,2484
1319,2414
1320,2759
1321,2627
1322,2883
1323,2530
1324,2800
1325,3329
1326,1625
1327,3154
1328,2774
1329,779
1330,2176
1331,2982
1332,1957
1333,3798
1334,2794
1335,1516
1336,2677
1337,2766
1338,2519
1339,2308
1340,2073
1341,3004
1342,2262
1343,2329
1344,2473
1345,2048
1346,2191
1347,2132
1348,2094
1349,2848
1350,2495
1351,2733
1352,2144
1353,2243
1354,2848
1355,2450
1356,2193
1357,2265
1358,2456
1359,1843
1360,2432
1361,2470
1362,2243
1363,2626
1364,2642
1365,2029
1366,2313
1367,3216
1368,2510
1369,1729
1370,3532
1371,2313
1372,1470
1373,2371
1374,2675
1375,2319
1376,2431
1377,2630
1378,3734
1379,2972
1380,2605
1381,2519
1382,-1
1383,3270
1384,2104
1385,3011
1386,3179
1387,2476
1388,2358
1389,1569
1390,1850
1391,2122
1392,1224
1393,2349
1394,2735
1395,2438
1396,3185
1397,2417
1398,3347
1399,2262
1400,2583
1401,2770
1402,3035
1403,2300
1404,2226
1405,1481
1406,2880
1407,2395
1408,2901
1409,2689
1410,2721
1411,1565
1412,2905
1413,2272
1414,2684
1415,2906
1416,2127
1417,2362
1418,2929
1419,2575
1420,2466
1421,2373
1422,-1
1423,1915
1424,1622
1425,2668
1426,2341
1427,2249
1428,1865
1429,2547
1430,2587
1431,2142
1432,2663
1433,2128
1434,2322
1435,3013
1436,1762
1437,2522
1438,2168
1439,2004
1440,2342
1441,1847
1442,2451
1443,1671
1444,2711
1445,2541
1446,2939
1447,2216
1448,-1
1449,2370
1450,1282
1451,2444
1452,2137
1453,1967
1454,2052
1455,2919
1456,2289
1457,3797
1458,2858
1459,2543
1460,3030
1461,2938
1462,2813
1463,2970
1464,2685
1465,2462
1466,2514
1467,2165
1468,2399
1469,2955
1470,2771
1471,2711
1472,2072
1473,2056
1474,1955
1475,2862
1476,3033
1477,2397
1478,2342
1479,1811
1480,1291
1481,2638
1482,2229
1483,4162
1484,3101
1485,2656
1486,1268
1487,2528
1488,2551
1489,2681
1490,2534
1491,2305
1492,2916
1493,2436
1494,3094
1495,2950
1496,2448
1497,3450
1498,1927
1499,3474
1500,2409
1501,3137
1502,2907
1503,2633
1504,2125
1505,3010
1506,2703
1507,2835
1508,2689
1509,2814
1510,2645
1511,2349
1512,2329
1513,3526
1514,2879
1515,2587
1516,2263
1517,2629
1518,2136
1519,2762
1520,2770
1521,2996
1522,1972
1523,2695
1524,3018
1525,2050
1526,2527
1527,2825
1528,1842
1529,2544
1530,2729
1531,2316
1532,2359
1533,2622
1534,3472
1535,1721
1536,2458
1537,3114
1538,2300
1539,2266
1540,2657
1541,1655
1542,2174
1543,2679
1544,2658
1545,2610
1546,2507
1547,2106
1548,3146
1549,2617
1550,2522
1551,2190
1552,2336
1553,1078
1554,2299
1555,2186
1556,2179
1557,1856
1558,1926
1559,3187
1560,2749
1561,3214
1562,2283
1563,3013
1564,2672
1565,2734
1566,2264
1567,2821
1568,1554
1569,2631
1570,2593
1571,2127
1572,2951
1573,-1
1574,2446
1575,2919
1576,1727
1577,2820
1578,1855
1579,2477
1580,1672
1581,1940
1582,2869
1583,3163
1584,2394
1585,2498
1586,2667
1587,2115
1588,1599
1589,2883
1590,3573
1591,2925
1592,2454
1593,1763
1594,-1
1595,2326
1596,2651
1597,2339
1598,2068
1599,2864
1600,2404
1601,3077
1602,2413
1603,2639
1604,2769
1605,2195
1606,2122
1607,2339
1608,2307
1609,1907
1610,3132
1611,2430
1612,2332
1613,2962
1614,2735
1615,2894
1616,2498
1617,2359
1618,2199
1619,2846
1620,2747
1621,2866
1622,3073
1623,2595
1624,3296
1625,2395
1626,2437
1627,2280
1628,2249
1629,2267
1630,2235
1631,2303
1632,2630
1633,2167
1634,1837
1635,2230
1636,2881
1637,2565
1638,2982
1639,2826
1640,2220
1641,2840
1642,2568
1643,1733
1644,1953
1645,2566
1646,3421
1647,2586
1648,2814
1649,2500
1650,3329
1651,2442
1652,2705
1653,2742
1654,2473
1655,2733
1656,1866
1657,2744
1658,3642
1659,2201
1660,2476
1661,1987
1662,2409
1663,2632
1664,2612
1665,1656
1666,2435
1667,2697
1668,2606
1669,2419
1670,2589
1671,2900
1672,2173
1673,2997
1674,1363
1675,1110
1676,2500
1677,2680
1678,2386
1679,-1
1680,-1
1681,1981
1682,2554
1683,3241
1684,2481
1685,2362
1686,2304
1687,2853
1688,3007
1689,2077
1690,2907
1691,2414
1692,2143
1693,1946
1694,2696
1695,2309
1696,4165
1697,2590
1698,2869
1699,2161
1700,3008
1701,2509
1702,2923
1703,2963
1704,2854
1705,2372
1706,2317
1707,3087
1708,2503
1709,2427
1710,2937
1711,2425
1712,2265
1713,2676
1714,2351
1715,1209
1716,1695
1717,3359
1718,2821
1719,3161
1720,2630
1721,2355
1722,2937
1723,1964
1724,2210
1725,1652
1726,3006
1727,2030
1728,2446
1729,2520
1730,2404
1731,3038
1732,2610
1733,1702
1734,2640
1735,1955
1736,2605
1737,3172
1738,2239
1739,2245
1740,1513
1741,2433
1742,2906
1743,2752
1744,2111
1745,2487
1746,2672
1747,2429
1748,2575
1749,2400
1750,2908
1751,2367
1752,2584
1753,2770
1754,3048
1755,2420
1756,2782
1757,2555
1758,1770
1759,2187
1760,1916
1761,1821
1762,3109
1763,3314
1764,2691
1765,1094
1766,2633
1767,-1
1768,2718
1769,2167
1770,2700
1771,2041
1772,3003
1773,3157
1774,2588
1775,2439
1776,2655
1777,2813
1778,2012
1779,3047
1780,3061
1781,2314
1782,2590
1783,2621
1784,2041
1785,2336
1786,2420
1787,2072
1788,3635
1789,2443
1790,2270
1791,2321
1792,3025
1793,2353
1794,2198
1795,2230
1796,2425
1797,2811
1798,2435
1799,2483
1800,2434
1801,2084
1802,2727
1803,3109
1804,2674
1805,2199
1806,2570
1807,1819
1808,1326
1809,2472
1810,2622
1811,2652
1812,2198
1813,2698
1814,2210
1815,1777
1816,2556
1817,3046
1818,2623
1819,1944
1820,2520
1821,2355
1822,2263
1823,3286
1824,2521
1825,1649
1826,3344
1827,2427
1828,2469
1829,1871
1830,2062
1831,2283
1832,2102
1833,2498
1834,2329
1835,2541
1836,2962
1837,3221
1838,2399
1839,3284
1840,2550
1841,2758
1842,2874
1843,3266
1844,1587
1845,2651
1846,2445
1847,2632
1848,1251
1849,2870
1850,2675
1851,-1
1852,2541
1853,2465
1854,2652
1855,2418
1856,3002
1857,2365
1858,2635
1859,2076
1860,1674
1861,1840
1862,3305
1863,1602
1864,2415
1865,1883
1866,2180
1867,2112
1868,2174
1869,-1
1870,1682
1871,2282
1872,3212
1873,3253
1874,2696
1875,3074
1876,3047
1877,2191
1878,2861
1879,1797
1880,1733
1881,2521
1882,2453
1883,2549
1884,2494
1885,2461
1886,2259
1887,2566
1888,2661
1889,2301
1890,2594
1891,2531
1892,2620
1893,2081
1894,2931
1895,2630
1896,1649
1897,2232
1898,1611
1899,1538
1900,2796
1901,2732
1902,-1
1903,2445
1904,1408
1905,-1
1906,2210
1907,1941
1908,2380
1909,3115
1910,2778
1911,1541
1912,2497
1913,3393
1914,2593
1915,2101
1916,2339
1917,2502
1918,2040
1919,2783
1920,2198
1921,2182
1922,2855
1923,2115
1924,2094
1925,3176
1926,-1
1927,1876
1928,2997
1929,2351
1930,3645
1931,1727
1932,2716
1933,3623
1934,2528
1935,2319
1936,2239
1937,2842
1938,2621
1939,2758
1940,2081
1941,2188
1942,2906
1943,2541
1944,2487
1945,2882
1946,2365
1947,2836
1948,1949
1949,2369
1950,2330
1951,2496
1952,1606
1953,2446
1954,2455
1955,2901
1956,2909
1957,3019
1958,2230
1959,2052
1960,1990
1961,2260
1962,2966
1963,2853
1964,2600
1965,2619
1966,2289
1967,1885
1968,1958
1969,2264
1970,2972
1971,2327
1972,2411
1973,2006
1974,1733
1975,2342
1976,2946
1977,2736
1978,2380
1979,2659
1980,2868
1981,1958
1982,2384
1983,1880
1984,2955
1985,2862
1986,2604
1987,2772
1988,2051
1989,2279
1990,3378
1991,2695
1992,2511
1993,2053
1994,2123
1995,1801
1996,2762
1997,2643
1998,2641
1999,2271
2000,2448
2001,2081
2002,2887
2003,2974
2004,2396
2005,1774
2006,2447
2007,1904
2008,-1
2009,2953
2010,2372
2011,1379
2012,1709
2013,2526
2014,2367
2015,3150
2016,2904
2017,2006
2018,2111
2019,3296
2020,2749
2021,2772
2022,2987
2023,2270
2024,1743
2025,2610
2026,2958
2027,3292
2028,2144
2029,2953
2030,2882
2031,2700
2032,1566
2033,2350
2034,2775
2035,1735
2036,2835
2037,3017
2038,2564
2039,2618
2040,2896
2041,2175
2042,2029
2043,2087
2044,2508
2045,1865
2046,1916
2047,2628
2048,2470
2049,2830
2050,2756
2051,2275
2052,3167
2053,2410
2054,1992
2055,1994
2056,2598
2057,2893
2058,2186
2059,1287
2060,2045
2061,2493
2062,2920
2063,2540
2064,2579
2065,2253
2066,1571
2067,1778
2068,2745
2069,2706
2070,1900
2071,3065
2072,1977
2073,2259
2074,1944
2075,2696
2076,2119
2077,2418
2078,3271
2079,2378
2080,2082
2081,2267
2082,2754
2083,2183
2084,2167
2085,2639
2086,2491
2087,4696
2088,2692
2089,2653
2090,3021
2091,2515
2092,2983
2093,2301
2094,3344
2095,2217
2096,2599
2097,2432
2098,2082
2099,3930
2100,1814
2101,2360
2102,1509
2103,2778
2104,2437
2105,1877
2106,2876
2107,1651
2108,2344
2109,2680
2110,3015
2111,2377
2112,2511
2113,1887
2114,2411
2115,1804
2116,2446
2117,2691
2118,3044
2119,2834
2120,2255
2121,3161
2122,2360
2123,2230
2124,2737
2125,-1
2126,2953
2127,2403
2128,2584
2129,2920
2130,2180
2131,2874
2132,2466
2133,2855
2134,1993
2135,2694
2136,2632
2137,1335
2138,2550
2139,2906
2140,1904
2141,2266
2142,2725
2143,2555
2144,1952
2145,1407
2146,3333
2147,2040
2148,2233
2149,2801
2150,2359
2151,2126
2152,1682
2153,2934
2154,2520
2155,2138
2156,2408
2157,2130
2158,2750
2159,3061
2160,2425
2161,2930
2162,1754
2163,2859
2164,2283
2165,2757
2166,2611
2167,2445
2168,1645
2169,2460
2170,2234
2171,2299
2172,2851
2173,2729
2174,1841
2175,1819
2176,1831
2177,3767
2178,4035
2179,1638
2180,1808
2181,2343
2182,3185
2183,2039
2184,2390
2185,2480
2186,2031
2187,2406
2188,2256
2189,2045
2190,3367
2191,2098
2192,3048
2193,2767
2194,3154
2195,2134
2196,3099
2197,2136
2198,3288
2199,2598
2200,2622
2201,1893
2202,2343
2203,2879
2204,2547
2205,2166
2206,3873
2207,1919
2208,2108
2209,1972
2210,2641
2211,1343
2212,2197
2213,2347
2214,3101
2215,4112
2216,2036
2217,2896
2218,2265
2219,1565
2220,3056
2221,1908
2222,2769
2223,2873
2224,2639
2225,3008
2226,2226
2227,3199
2228,2119
2229,3802
2230,3183
2231,2060
2232,2854
2233,2194
2234,2755
2235,2671
2236,2583
2237,2274
2238,2744
2239,1797
2240,-1
2241,2668
2242,2899
2243,2508
2244,2642
2245,2304
2246,1304
2247,2116
2248,2212
2249,1607
2250,2046
2251,-1
2252,1942
2253,3508
2254,-1
2255,2721
2256,3510
2257,3836
2258,2322
2259,2268
2260,2400
2261,2123
2262,2827
2263,2600
2264,2270
2265,3077
2266,2203
2267,2408
2268,2448
2269,2642
2270,1997
2271,2995
2272,2794
2273,3078
2274,1177
2275,2874
2276,2986
2277,2913
2278,1444
2279,3123
2280,2698
2281,2343
2282,2503
2283,3276
2284,2195
2285,2392
2286,2841
2287,2957
2288,2702
2289,2330
2290,1962
2291,2508
2292,2313
2293,1530
2294,1911
2295,2430
2296,2862
2297,2504
2298,1739
2299,2544
2300,1824
2301,2644
2302,2070
2303,2820
2304,2633
2305,3132
2306,3327
2307,2808
2308,2802
2309,2754
2310,3279
2311,2437
2312,2368
2313,1343
2314,2338
2315,2242
2316,2747
2317,2096
2318,2443
2319,2488
2320,1828
2321,2205
2322,2250
2323,2845
2324,2971
2325,2690
2326,-1
2327,-1
2328,2540
2329,1967
2330,3093
2331,2335
2332,2311
2333,2565
2334,2970
2335,2324
2336,2274
2337,2615
2338,1648
2339,2536
2340,2526
2341,2752
2342,2103
2343,1758
2344,1896
2345,2341
2346,2123
2347,2705
2348,-1
2349,2076
2350,-1
2351,2324
2352,2269
2353,2320
2354,2731
2355,2457
2356,2739
2357,2443
2358,2477
2359,2690
2360,2807
2361,2583
2362,2573
2363,2777
2364,-1
2365,2727
2366,2384
2367,2379
2368,2450
2369,2513
2370,2325
2371,2568
2372,2876
2373,1725
2374,2547
2375,1692
2376,2959
2377,2383
2378,2217
2379,2344
2380,2669
2381,2919
2382,2373
2383,2663
2384,1695
2385,1704
2386,2666
2387,2427
2388,2694
2389,2559
2390,1624
2391,2495
2392,1835
2393,2635
2394,2536
2395,2157
2396,2918
2397,2144
2398,2405
2399,2486
2400,2639
2401,1185
2402,1666
2403,2981
2404,2791
2405,2516
2406,2514
2407,2094
2408,2098
2409,2527
2410,1802
2411,2944
2412,1848
2413,2670
2414,1700
2415,3212
2416,3201
2417,2261
2418,2638
2419,2305
2420,2824
2421,2302
2422,2553
2423,2455
2424,2568
2425,2372
2426,2111
2427,1959
2428,2827
2429,2110
2430,2328
2431,2745
2432,2720
2433,2864
2434,3983
2435,2786
2436,2732
2437,2738
2438,2511
2439,2711
2440,2885
2441,2423
2442,2851
2443,2095
2444,2733
2445,-1
2446,3184
2447,3043
2448,2654
2449,2654
2450,2252
2451,2140
2452,2488
2453,1762
2454,2979
2455,2962
2456,2139
2457,2205
2458,3447
2459,2533
2460,2525
2461,2744
2462,2519
2463,2632
2464,2737
2465,3268
2466,2898
2467,2049
2468,1722
2469,2239
2470,2349
2471,2282
2472,3468
2473,2290
2474,2634
2475,2830
2476,3811
2477,3094
2478,3160
2479,3585
2480,1432
2481,2536
2482,2742
2483,2237
2484,3317
2485,2442
2486,3367
2487,2840
2488,2298
2489,1918
2490,2619
2491,2150
2492,1956
2493,3280
2494,2333
2495,2955
2496,2877
2497,2429
2498,2275
