node,distance
239,1888
240,2217
241,2040
242,2089
243,1975
244,1809
245,2158
246,2338
247,2166
248,2593
249,2759
250,2518
251,2355
252,2222
253,2291
254,2356
255,2056
256,1964
257,2693
258,2467
259,3151
260,2157
261,2756
262,2422
263,2409
264,2886
265,2242
266,2411
267,2352
268,2377
269,2778
270,3026
271,3436
272,2305
273,2672
274,1753
275,1529
276,3859
277,2868
278,2154
279,2218
280,3820
281,2359
282,2487
283,2723
284,2395
285,2502
286,2418
287,2359
288,-1
289,2072
290,2784
291,2637
292,2819
293,2541
294,2004
295,1955
296,1511
297,1467
298,1883
299,1838
300,2596
301,1916
302,2114
303,2097
304,3194
305,2583
306,1894
307,2625
308,2182
309,1947
310,2304
311,2229
312,2084
313,2374
314,2014
315,2611
316,2584
317,1611
318,1864
319,932
320,1804
321,1755
322,2504
323,2155
324,2419
325,2434
326,2566
327,2491
328,2202
329,2351
330,2172
331,2516
332,2399
333,1769
334,2389
335,-1
336,2337
337,2377
338,2181
339,2596
340,2120
341,2334
342,1494
343,2012
344,2889
345,2604
346,3700
347,2150
348,1866
349,2284
350,2035
351,2131
352,2134
353,2595
354,2157
355,1326
356,1771
357,2874
358,2766
359,2293
360,1257
361,2220
362,1976
363,1521
364,2436
365,2023
366,2454
367,2149
368,1405
369,1289
370,2077
371,3379
372,2253
373,2704
374,1864
375,2239
376,1694
377,2357
378,1544
379,2590
380,2258
381,2364
382,2129
383,1137
384,1827
385,2898
386,2408
387,2413
388,1232
389,2620
390,1773
391,3101
392,1910
393,1956
394,2552
395,2436
396,2716
397,2123
398,1749
399,1662
400,2013
401,971
402,2238
403,2115
404,2686
405,2377
406,1793
407,1068
408,2093
409,2334
410,2148
411,-1
412,1614
413,2335
414,1394
415,2431
416,1816
417,2551
418,2208
419,2561
420,2076
421,2159
422,2657
423,1355
424,2343
425,2932
426,2056
427,2062
428,2025
429,2845
430,3177
431,2025
432,-1
433,2240
434,2050
435,1931
436,2958
437,1948
438,3120
439,2312
440,2204
441,2031
442,2503
443,-1
444,2183
445,2241
446,1360
447,2063
448,1727
449,1800
450,2652
451,1903
452,2124
453,1157
454,2740
455,2467
456,-1
457,2025
458,1801
459,1550
460,2204
461,2166
462,2114
463,2428
464,2217
465,2133
466,2250
467,2181
468,2203
469,2789
470,1642
471,2648
472,2378
473,2655
474,2809
475,2698
476,1793
477,1339
478,2590
479,2712
480,2421
481,2687
482,2048
483,3903
484,1959
485,2487
486,1837
487,2488
488,2299
489,1732
490,1868
491,1797
492,1795
493,2529
494,1586
495,1253
496,1793
497,1185
498,2140
499,2449
500,2595
501,1902
502,-1
503,2685
504,2558
505,2381
506,1875
507,2863
508,1964
509,2352
510,1990
511,2234
512,2133
513,3265
514,1515
515,2501
516,1859
517,2254
518,2574
519,2001
520,2431
521,2163
522,2383
523,1725
524,2931
525,2066
526,2611
527,2997
528,2837
529,1623
530,1535
531,2258
532,2233
533,2124
534,3832
535,2142
536,2240
537,2145
538,2498
539,2020
540,1951
541,2148
542,2418
543,2351
544,2282
545,1854
546,2831
547,1104
548,2342
549,2546
550,2167
551,1956
552,1200
553,2623
554,1817
555,1724
556,2143
557,2046
558,1560
559,2754
560,1878
561,2427
562,2970
563,2625
564,2311
565,2672
566,2335
567,1598
568,1970
569,2503
570,2357
571,3072
572,2867
573,2386
574,1646
575,2416
576,1500
577,2334
578,2508
579,2342
580,2309
581,2280
582,2061
583,1888
584,2313
585,2409
586,2354
587,2230
588,1770
589,2072
590,1603
591,2371
592,2134
593,1556
594,2296
595,1792
596,2055
597,2010
598,2217
599,2489
600,1757
601,2188
602,2081
603,2653
604,1994
605,2758
606,2799
607,2726
608,2078
609,1726
610,1853
611,2301
612,1849
613,1618
614,2449
615,3037
616,2843
617,2709
618,2013
619,2352
620,-1
621,2382
622,1567
623,2190
624,2127
625,1818
626,3027
627,2110
628,2037
629,2176
630,2300
631,2937
632,1887
633,2000
634,2024
635,1379
636,2381
637,2343
638,2555
639,2219
640,2575
641,2058
642,2119
643,2462
644,1877
645,2119
646,2195
647,1839
648,2309
649,3818
650,2407
651,1462
652,1579
653,-1
654,2322
655,2539
656,2761
657,2193
658,2218
659,2145
660,2555
661,2058
662,1709
663,2358
664,1954
665,2047
666,2271
667,2150
668,1817
669,2312
670,1982
671,2427
672,2943
673,1944
674,2621
675,2411
676,1916
677,2099
678,2714
679,2324
680,2105
681,2117
682,2335
683,2119
684,2721
685,2024
686,2170
687,2525
688,1903
689,2202
690,2102
691,1846
692,2758
693,2177
694,-1
695,1250
696,1959
697,2047
698,2195
699,2170
700,2646
701,1630
702,2498
703,1895
704,2511
705,1803
706,2858
707,1907
708,2766
709,2692
710,2508
711,2225
712,2435
713,2119
714,2027
715,1990
716,2947
717,3744
718,2270
719,2394
720,1381
721,2610
722,1684
723,2622
724,2516
725,1078
726,2987
727,2648
728,2799
729,2100
730,1481
731,2363
732,2482
733,1950
734,2135
735,2654
736,1934
737,2522
738,2192
739,2588
740,2502
741,1272
742,2067
743,2562
744,1596
745,2727
746,1369
747,2277
748,1820
749,2167
750,2039
751,1965
752,2058
753,2552
754,2015
755,-1
756,2500
757,2864
758,2563
759,2031
760,1994
761,2328
762,2732
763,2507
764,2857
765,1559
766,2026
767,-1
768,1863
769,2230
770,1593
771,2177
772,2003
773,2092
774,2159
775,1808
776,2090
777,2896
778,2123
779,1779
780,2484
781,2411
782,1933
783,2275
784,2456
785,2658
786,1874
787,3086
788,1426
789,2694
790,1996
791,-1
792,2236
793,2387
794,-1
795,2305
796,1896
797,1952
798,1997
799,2535
800,892
801,1808
802,2209
803,2239
804,2591
805,2880
806,1901
807,2161
808,1957
809,1517
810,2495
811,1943
812,2851
813,2439
814,2691
815,2527
816,2373
817,2219
818,1572
819,2143
820,2601
821,2116
822,2928
823,2697
824,1654
825,2637
826,1844
827,2099
828,2285
829,1749
830,1010
831,1517
832,2181
833,2200
834,1654
835,1983
836,2208
837,2224
838,2380
839,2433
840,1653
841,2755
842,1650
843,2346
844,2634
845,1501
846,1776
847,3052
848,2802
849,3554
850,2202
851,2107
852,2182
853,2095
854,2242
855,2600
856,1912
857,2772
858,2097
859,2382
860,2438
861,2113
862,2028
863,2689
864,2171
865,2196
866,2004
867,2522
868,1903
869,1569
870,1845
871,1239
872,2192
873,1981
874,2479
875,2098
876,1707
877,1997
878,1468
879,1674
880,2411
881,2339
882,2174
883,2016
884,1886
885,2595
886,2214
887,2469
888,2678
889,2863
890,2034
891,1823
892,2355
893,1791
894,2897
895,1555
896,2263
897,2416
898,2766
899,2883
900,2312
901,2570
902,1647
903,1691
904,-1
905,3124
906,1752
907,2560
908,1856
909,1778
910,1710
911,2912
912,1996
913,2290
914,1483
915,2718
916,2773
917,2365
918,2485
919,1923
920,1999
921,2401
922,2695
923,2394
924,1811
925,2062
926,2237
927,2807
928,2235
929,2009
930,2307
931,2395
932,2475
933,2126
934,2241
935,-1
936,2353
937,3770
938,1359
939,2474
940,2225
941,1902
942,1839
943,2106
944,2288
945,1817
946,2253
947,2246
948,2367
949,2391
950,2266
951,945
952,2435
953,2549
954,2552
955,2409
956,1980
957,2514
958,2433
959,2755
960,1551
961,1364
962,2369
963,1863
964,2547
965,1980
966,1096
967,2637
968,1802
969,2448
970,2864
971,2707
972,2176
973,2749
974,3729
975,2607
976,1870
977,2752
978,2606
979,2551
980,1697
981,2503
982,1931
983,2133
984,2689
985,2922
986,2332
987,1851
988,2451
989,2034
990,1938
991,1886
992,2287
993,1884
994,2782
995,2257
996,1810
997,2418
998,2328
999,2508
1000,2318
1001,2214
1002,2260
1003,2583
1004,2510
1005,2259
1006,3096
1007,2949
1008,2184
1009,2472
1010,3014
1011,1920
1012,2419
1013,2638
1014,2325
1015,2500
1016,2346
1017,2238
1018,1906
1019,2361
1020,2000
1021,2501
1022,2997
1023,1733
1024,2332
1025,1854
1026,2305
1027,1747
1028,-1
1029,2623
1030,1754
1031,1469
1032,3119
1033,2741
1034,1842
1035,2928
1036,1411
1037,2084
1038,2168
1039,2456
1040,1928
1041,2517
1042,2095
1043,1974
1044,2407
1045,2426
1046,2434
1047,2277
1048,2776
1049,1788
1050,-1
1051,2461
1052,2569
1053,2167
1054,2030
1055,2150
1056,1579
1057,2559
1058,1996
1059,2954
1060,2603
1061,2044
1062,3303
1063,2120
1064,2601
1065,2240
1066,1993
1067,2037
1068,2295
1069,2118
1070,2507
1071,2119
1072,2300
1073,2030
1074,1682
1075,2346
1076,2155
1077,1954
1078,1096
1079,1574
1080,3081
1081,3040
1082,2160
1083,2390
1084,2007
1085,2088
1086,2596
1087,1116
1088,1259
1089,2543
1090,2396
1091,2238
1092,2163
1093,2170
1094,2337
1095,2749
1096,2383
1097,2105
1098,2044
1099,2857
1100,1610
1101,1939
1102,1619
1103,2295
1104,-1
1105,2573
1106,2236
1107,1901
1108,2394
1109,3259
1110,1752
1111,2442
1112,2904
1113,2096
1114,2364
1115,2312
1116,2433
1117,2578
1118,1325
1119,2247
1120,2358
1121,2568
1122,2060
1123,2246
1124,2206
1125,2923
1126,2728
1127,2486
1128,2815
1129,1287
1130,2403
1131,1739
1132,3568
1133,1843
1134,1694
1135,1833
1136,3006
1137,2699
1138,2030
1139,1925
1140,1229
1141,2483
1142,2274
1143,2439
1144,1930
1145,-1
1146,2779
1147,1666
1148,3530
1149,1879
1150,2096
1151,2693
1152,2568
1153,2236
1154,1738
1155,2537
1156,1968
1157,2479
1158,2486
1159,2238
1160,1570
1161,2137
1162,3137
1163,2463
1164,2048
1165,2282
1166,2195
1167,2573
1168,2479
1169,1619
1170,2126
1171,2352
1172,3188
1173,1897
1174,2515
1175,1978
1176,2613
1177,2207
1178,1553
1179,1959
1180,1731
1181,1967
1182,2828
1183,1851
1184,1784
1185,2534
1186,2313
1187,1311
1188,2709
1189,1764
1190,1979
1191,2744
1192,1821
1193,1813
1194,2318
1195,794
1196,1840
1197,1814
1198,2257
1199,2858
1200,2340
1201,2663
1202,1051
1203,2381
1204,3082
1205,3075
1206,1942
1207,1911
1208,2641
1209,2169
1210,3486
1211,1976
1212,1991
1213,1691
1214,2088
1215,1853
1216,3145
1217,2619
1218,2786
1219,2239
1220,1811
1221,2233
1222,2072
1223,2896
1224,1826
1225,1718
1226,2714
1227,2556
1228,1963
1229,2655
1230,1990
1231,2147
1232,2254
1233,2260
1234,2122
1235,2443
1236,1786
1237,3696
1238,2138
1239,3256
1240,1909
1241,1379
1242,2777
1243,2133
1244,2125
1245,2692
1246,2477
1247,2484
1248,2698
1249,2086
1250,2236
1251,1987
1252,2685
1253,2281
1254,1990
1255,2410
1256,2685
1257,2491
1258,1736
1259,2515
1260,2023
1261,2514
1262,-1
1263,2113
1264,2432
1265,2566
1266,2497
1267,2030
1268,2513
1269,2235
1270,1390
1271,2366
1272,1698
1273,2074
1274,2189
1275,2294
1276,1620
1277,2010
1278,2350
1279,2703
1280,2374
1281,2248
1282,2336
1283,1959
1284,2542
1285,2790
1286,1829
1287,2150
1288,3112
1289,2032
1290,2185
1291,2392
1292,1780
1293,2474
1294,2731
1295,1466
1296,1089
1297,2507
1298,2558
1299,2220
1300,2594
1301,1881
1302,2501
1303,1367
1304,2170
1305,1563
1306,2303
1307,1867
1308,2153
1309,1923
1310,2099
1311,1966
1312,2015
1313,2258
1314,2037
1315,2147
1316,2566
1317,1843
1318,2447
1319,2810
1320,2711
1321,1206
1322,1755
1323,1667
1324,2364
1325,2372
1326,-1
1327,2272
1328,2584
1329,2470
1330,1644
1331,2164
1332,1642
1333,2162
1334,2466
1335,1720
1336,1859
1337,2220
1338,2682
1339,2790
1340,2526
1341,2640
1342,1600
1343,2371
1344,2130
1345,2347
1346,4182
1347,1988
1348,2154
1349,1927
1350,2442
1351,1778
1352,1798
1353,2349
1354,1827
1355,2128
1356,2148
1357,1917
1358,1888
1359,1681
1360,2480
1361,2744
1362,2607
1363,2671
1364,2958
1365,1731
1366,1865
1367,1571
1368,2637
1369,2922
1370,2277
1371,2166
1372,3907
1373,1621
1374,2509
1375,2576
1376,2347
1377,1252
1378,2802
1379,1006
1380,1849
1381,1843
1382,2727
1383,2791
1384,1272
1385,2711
1386,2072
1387,2676
1388,2821
1389,1687
1390,2360
1391,3295
1392,860
1393,1911
1394,1446
1395,2553
1396,2019
1397,1850
1398,2158
1399,1931
1400,2004
1401,2538
1402,1982
1403,2958
1404,-1
1405,2233
1406,2466
1407,3029
1408,-1
1409,1642
1410,1516
1411,2721
1412,2130
1413,1129
1414,2127
1415,2041
1416,2122
1417,1919
1418,1793
1419,2519
1420,1502
1421,2133
1422,2679
1423,2227
1424,1193
1425,2293
1426,2819
1427,1959
1428,2040
1429,1791
1430,2044
1431,2214
1432,2035
1433,2989
1434,2767
1435,2560
1436,2251
1437,2606
1438,2382
1439,1044
1440,2258
1441,2608
1442,1353
1443,2035
1444,2935
1445,2307
1446,1858
1447,2894
1448,2351
1449,1843
1450,2846
1451,2170
1452,2605
1453,1611
1454,2874
1455,2525
1456,2283
1457,1744
1458,2876
1459,2484
1460,2489
1461,2739
1462,2313
1463,2580
1464,3019
1465,2055
1466,2059
1467,1816
1468,2194
1469,1828
1470,2958
1471,2791
1472,1713
1473,2280
1474,2336
1475,1445
1476,2079
1477,1952
1478,2544
1479,2676
1480,2579
1481,1911
1482,1851
1483,2068
1484,2445
1485,1719
1486,2234
1487,2791
1488,2420
1489,1785
1490,-1
1491,2599
1492,2620
1493,2604
1494,2946
1495,3270
1496,2459
1497,3245
1498,2041
1499,1775
1500,2712
1501,2911
1502,2651
1503,2251
1504,2373
1505,2925
1506,2063
1507,2023
1508,2110
1509,2785
1510,2674
1511,1872
1512,2147
1513,2661
1514,2409
1515,2189
1516,2679
1517,2245
1518,2736
1519,2213
1520,2194
1521,1604
1522,1943
1523,1989
1524,2887
1525,2964
1526,2740
1527,2509
1528,1846
1529,2644
1530,2088
1531,2364
1532,2061
1533,2307
1534,1900
1535,1770
1536,2494
1537,2169
1538,1630
1539,2463
1540,1914
1541,1966
1542,1047
1543,1520
1544,2773
1545,2545
1546,1924
1547,1546
1548,2130
1549,2081
1550,2357
1551,2009
1552,3002
1553,2882
1554,2081
1555,3031
1556,2605
1557,2536
1558,2604
1559,1911
1560,2553
1561,1726
1562,2079
1563,2425
1564,2737
1565,2133
1566,2385
1567,2868
1568,2361
1569,2722
1570,1937
1571,1231
1572,1679
1573,1944
1574,2099
1575,2832
1576,2693
1577,3377
1578,1935
1579,2790
1580,2268
1581,2042
1582,1902
1583,2005
1584,1973
1585,2480
1586,2497
1587,2849
1588,2434
1589,2076
1590,2456
1591,2574
1592,2565
1593,1786
1594,1977
1595,2432
1596,3289
1597,2038
1598,2488
1599,1693
1600,-1
1601,2502
1602,2278
1603,1839
1604,2422
1605,2242
1606,2516
1607,1710
1608,2666
1609,2480
1610,2514
1611,2199
1612,1878
1613,2193
1614,1618
1615,2549
1616,2056
1617,2347
1618,1956
1619,2670
1620,2370
1621,1482
1622,2204
1623,1954
1624,1191
1625,2913
1626,2469
1627,1890
1628,2037
1629,2184
1630,2334
1631,2665
1632,1672
1633,1673
1634,2346
1635,1898
1636,2483
1637,2271
1638,1573
1639,2335
1640,1651
1641,1761
1642,1961
1643,2506
1644,2352
1645,2384
1646,1746
1647,2545
1648,2309
1649,2271
1650,3041
1651,2402
1652,2279
1653,2838
1654,2315
1655,2216
1656,2155
1657,2495
1658,2140
1659,802
1660,2174
1661,1648
1662,2183
1663,2694
1664,1907
1665,2624
1666,2168
1667,2342
1668,2487
1669,3388
1670,2052
1671,2807
1672,3155
1673,1566
1674,2536
1675,1948
1676,3334
1677,2170
1678,2372
1679,1972
1680,2242
1681,3147
1682,1910
1683,1718
1684,1457
1685,3061
1686,2060
1687,2276
1688,2854
1689,1611
1690,1906
1691,2600
1692,2516
1693,2473
1694,2134
1695,1978
1696,1956
1697,2085
1698,1910
1699,1999
1700,1739
1701,1514
1702,3084
1703,2627
1704,1218
1705,2520
1706,1429
1707,2327
1708,1655
1709,2165
1710,1191
1711,2113
1712,2567
1713,2461
1714,2657
1715,2551
1716,2151
1717,2577
1718,2089
1719,-1
1720,2555
1721,2613
1722,2238
1723,2182
1724,1703
1725,2292
1726,2340
1727,2588
1728,2303
1729,2201
1730,2342
1731,2244
1732,1965
1733,2353
1734,2412
1735,2412
1736,2217
1737,2002
1738,2663
1739,2593
1740,2625
1741,2212
1742,2989
1743,1667
1744,2847
1745,2043
1746,-1
1747,3278
1748,2163
1749,2355
1750,2712
1751,1401
1752,2125
1753,1958
1754,1395
1755,2121
1756,3900
1757,2171
1758,2111
1759,2552
1760,1887
1761,1723
1762,2768
1763,2511
1764,2015
1765,2872
1766,2258
1767,3092
1768,1837
1769,1973
1770,2310
1771,1343
1772,2959
1773,2778
1774,2210
1775,1854
1776,1140
1777,1102
1778,2282
1779,2014
1780,3059
1781,2576
1782,2499
1783,2991
1784,2329
1785,-1
1786,-1
1787,1949
1788,2409
1789,3195
1790,2210
1791,2225
1792,1897
1793,2408
1794,2744
1795,2830
1796,2088
1797,1119
1798,2005
1799,2139
1800,2272
1801,2292
1802,2479
1803,1955
1804,2449
1805,2615
1806,2760
1807,2152
1808,2409
1809,1885
1810,1866
1811,2457
1812,2847
1813,2381
1814,2741
1815,1995
1816,1474
1817,2771
1818,2356
1819,1965
1820,1742
1821,2695
1822,1562
1823,-1
1824,1853
1825,2678
1826,2315
1827,2312
1828,1998
1829,2444
1830,2793
1831,2570
1832,2698
1833,1798
1834,3788
1835,2280
1836,3048
1837,1965
1838,2072
1839,2546
1840,-1
1841,2754
1842,1982
1843,3316
1844,2109
1845,1555
1846,2010
1847,2068
1848,1705
1849,2529
1850,1749
1851,2528
1852,2429
1853,2741
1854,1527
1855,2979
1856,2453
1857,2322
1858,2332
1859,2192
1860,2299
1861,2695
1862,2358
1863,1550
1864,1764
1865,2648
1866,1381
1867,2239
1868,1817
1869,2530
1870,2347
1871,1549
1872,2018
1873,2499
1874,2515
1875,2059
1876,2747
1877,1723
1878,2222
1879,1963
1880,1594
1881,2665
1882,1544
1883,1944
1884,2256
1885,1710
1886,1746
1887,1817
1888,2697
1889,2785
1890,2950
1891,3147
1892,2584
1893,2249
1894,3035
1895,2113
1896,2102
1897,2349
1898,2383
1899,2482
1900,2297
1901,2427
1902,2662
1903,2020
1904,2087
1905,1860
1906,3350
1907,2505
1908,2556
1909,1974
1910,2128
1911,2906
1912,2619
1913,2333
1914,2054
1915,1695
1916,2561
1917,1899
1918,2392
1919,2745
1920,2175
1921,2720
1922,2854
1923,2047
1924,2615
1925,2156
1926,2813
1927,2134
1928,1972
1929,1881
1930,2186
1931,2364
1932,1821
1933,2904
1934,2563
1935,1756
1936,2845
1937,2108
1938,3113
1939,2602
1940,1983
1941,3338
1942,2565
1943,2896
1944,1857
1945,2220
1946,2594
1947,2573
1948,3906
1949,2082
1950,3478
1951,1443
1952,-1
1953,1633
1954,2764
1955,2146
1956,2359
1957,2138
1958,1662
1959,2318
1960,2772
1961,1760
1962,2938
1963,-1
1964,2745
1965,1685
1966,2463
1967,1789
1968,1303
1969,2698
1970,2177
1971,2489
1972,2603
1973,2184
1974,1586
1975,2265
1976,3166
1977,2325
1978,2246
1979,2705
1980,2287
1981,2324
1982,2466
1983,2538
1984,2105
1985,2637
1986,2034
1987,2430
1988,1693
1989,2425
1990,2222
1991,1766
1992,2650
1993,2084
1994,2457
1995,2231
1996,1980
1997,3019
1998,2537
1999,1984
2000,1742
2001,2318
2002,2534
2003,2353
2004,2451
2005,2793
2006,1801
2007,2048
2008,1947
2009,1375
2010,2327
2011,2102
2012,1927
2013,3137
2014,2024
2015,815
2016,1704
2017,2544
2018,2870
2019,2237
2020,2454
2021,1968
2022,2251
2023,2191
2024,1741
2025,1788
2026,2278
2027,2531
2028,2332
2029,1937
2030,2065
2031,1836
2032,1383
2033,1920
2034,2705
2035,2841
2036,2270
2037,2786
2038,1738
2039,1684
2040,2216
2041,1604
2042,2241
2043,2359
2044,2583
2045,2159
2046,2445
2047,2159
2048,2616
2049,1641
2050,2504
2051,2141
2052,2490
2053,2311
2054,2528
2055,2416
2056,1876
2057,3545
2058,2603
2059,2712
2060,2292
2061,2243
2062,2480
2063,1712
2064,2328
2065,2945
2066,2086
2067,2020
2068,2406
2069,1409
2070,-1
2071,2147
2072,1751
2073,2364
2074,1516
2075,2217
2076,2757
2077,1436
2078,2443
2079,2141
2080,2904
2081,2086
2082,2384
2083,2276
2084,2696
2085,2423
2086,2340
2087,2279
2088,2481
2089,2163
2090,1903
2091,2632
2092,2374
2093,2619
2094,3157
2095,3314
2096,3247
2097,2002
2098,2256
2099,-1
2100,-1
2101,2228
2102,2225
2103,1196
2104,1803
2105,2804
2106,2058
2107,2469
2108,2328
2109,1434
2110,2507
2111,2123
2112,2192
2113,2020
2114,2098
2115,2289
2116,2361
2117,2037
2118,3380
2119,2289
2120,2245
2121,2861
2122,3143
2123,2002
2124,2292
2125,2142
2126,1982
2127,2234
2128,3451
2129,1221
2130,2332
2131,1899
2132,3028
2133,1940
2134,2392
2135,3302
2136,2042
2137,2324
2138,1630
2139,3083
2140,2853
2141,2106
2142,2236
2143,1559
2144,2335
2145,1998
2146,2729
2147,1967
2148,2736
2149,2106
2150,2571
2151,2268
2152,2010
2153,2321
2154,2035
2155,2156
2156,2184
2157,2101
2158,2649
2159,2214
2160,1768
2161,2509
2162,1746
2163,2489
2164,1460
2165,1877
2166,1985
2167,1377
2168,2590
2169,2839
2170,2405
2171,1973
2172,1752
2173,2070
2174,2403
2175,2620
2176,1449
2177,3084
2178,2269
2179,1324
2180,2215
2181,2290
2182,2135
2183,1543
2184,2214
2185,2328
2186,1535
2187,2526
2188,2782
2189,2340
2190,2671
2191,2408
2192,2528
2193,2557
2194,2399
2195,2163
2196,2489
2197,2171
2198,2491
2199,3321
2200,2300
2201,1573
2202,1809
2203,2657
2204,1772
2205,2136
2206,2560
2207,2451
2208,2124
2209,1831
2210,2272
2211,2281
2212,2099
2213,2411
2214,2831
2215,1281
2216,2090
2217,2007
2218,2563
2219,2395
2220,2125
2221,1742
2222,1493
2223,2336
2224,1850
2225,2343
2226,1714
2227,2869
2228,2085
2229,2355
2230,2507
2231,2200
2232,1484
2233,638
2234,1935
2235,2172
2236,2416
2237,2379
2238,2444
2239,2537
2240,2309
2241,1176
2242,2822
2243,2560
2244,2102
2245,1806
2246,2292
2247,2521
2248,2517
2249,1901
2250,3128
2251,2485
2252,2085
2253,1669
2254,2120
2255,2396
2256,2326
2257,2582
2258,1585
2259,921
2260,1883
2261,1753
2262,2743
2263,2040
2264,2392
2265,998
2266,1926
2267,2085
2268,2529
2269,1395
2270,2387
2271,1998
2272,1037
2273,2148
2274,2405
2275,1981
2276,3491
2277,2395
2278,2198
2279,2730
2280,2165
2281,2157
2282,2724
2283,3053
2284,2259
2285,1989
2286,2127
2287,2244
2288,2370
2289,2163
2290,1867
2291,2259
2292,2044
2293,2489
2294,1986
2295,2419
2296,2597
2297,2377
2298,1805
2299,2191
2300,2069
2301,1239
2302,2589
2303,2229
2304,3266
2305,2596
2306,2739
2307,2056
2308,2433
2309,-1
2310,2203
2311,1743
2312,2010
2313,2315
2314,2107
2315,2023
2316,2330
2317,2218
2318,2187
2319,2477
2320,2051
2321,2121
2322,2537
2323,2836
2324,2156
2325,2020
2326,1112
2327,2406
2328,2206
2329,2657
2330,2346
2331,3429
2332,1591
2333,2632
2334,3007
2335,2644
2336,2528
2337,2049
2338,2343
2339,2298
2340,2402
2341,1872
2342,2264
2343,1934
2344,3312
2345,2017
2346,2012
2347,1465
2348,2683
2349,1618
2350,2457
2351,2480
2352,2527
2353,2707
2354,2480
2355,2441
2356,2643
2357,2188
2358,2424
2359,2071
2360,2019
2361,3039
2362,1909
2363,1329
2364,-1
2365,1643
2366,2662
2367,1706
2368,1203
2369,2758
2370,1614
2371,2124
2372,2955
2373,2179
2374,2061
2375,1874
2376,2283
2377,2682
2378,2502
2379,1960
2380,1981
2381,1925
2382,1920
2383,1317
2384,2766
2385,2388
2386,2671
2387,1693
2388,2301
2389,2596
2390,2401
2391,2653
2392,1949
2393,1826
2394,2884
2395,2429
2396,2355
2397,2762
2398,1778
2399,2664
2400,1488
2401,2208
2402,2293
2403,2930
2404,2355
2405,2504
2406,1537
2407,2662
2408,1449
2409,2189
2410,1053
2411,2767
2412,2059
2413,2084
2414,2259
2415,2343
2416,2284
2417,2458
2418,1497
2419,2455
2420,-1
2421,2613
2422,2966
2423,2663
2424,1777
2425,2674
2426,2175
2427,2209
2428,2568
2429,2041
2430,1556
2431,1893
2432,1965
2433,2218
2434,2399
2435,2655
2436,2412
2437,2698
2438,2201
2439,2239
2440,2179
2441,2645
2442,1906
2443,2089
2444,2624
2445,2287
2446,3211
2447,2043
2448,2807
2449,2220
2450,1559
2451,2239
2452,2164
2453,2478
2454,1943
2455,2027
2456,2234
2457,1971
2458,2256
2459,2813
2460,1666
2461,1382
2462,1736
2463,1986
2464,2308
2465,2235
2466,2217
2467,1617
2468,1838
2469,2656
2470,3055
2471,2157
2472,1840
2473,2369
2474,2584
2475,2391
2476,1553
2477,2489
2478,1589
2479,3304
2480,2437
2481,2389
2482,2644
2483,2867
2484,2210
2485,1753
2486,2756
2487,2035
2488,2644
2489,3028
2490,2057
2491,2719
2492,2199
2493,1725
2494,2174
2495,2617
2496,2047
2497,2816
2498,2099
2499,1798
