N,Time_Py_sec,Time_CPP_ms,Correct
100,0.0026438236236572266,3.1425952911376953,True
500,0.045401811599731445,6.622552871704102,True
1000,0.21483421325683594,16.139745712280273,True
2000,0.6546154022216797,46.361684799194336,True
5000,4.077485799789429,297.3453998565674,True
10000,17.076849460601807,1253.5078525543213,True
